Cadbury Deviled Eggs,this just may be way too sweet especially because white chocolate is too sweet. Why not use cream cheese to cut the sweetness?,4 of 5 stars
Caesar Chicken Wings,"Nasty, disgusting, not even sensible...bake then coat in Mayo Dressing(not even Ceaser's)...then re-dip in the same soggy mess....gross",1 of 5 stars
Caesar Chicken Wings,I would have seasoned the chicken wings then fry them then do the rest of the steps but I would probably add parmesan and garlic making garlic parmesan wings,1 of 5 stars
Caesar Dressing,Classic ceaser does NOT have mayo!,1 of 5 stars
Caesar Salad,i love it,3 of 5 stars
Caesar Salad,"This has to be a mistake, putting ingriedents with no quantities in a recipe, I expected better.",3 of 5 stars
Caesar Salad,Where are the measurements?,3 of 5 stars
Caesar Salad,"No clue as to how much of anything. When anchovies are used, I want to know how many!!!",3 of 5 stars
Caesar Salad,WHY DON'T YOU GUYS PUT HOW MUCH OF WHAT GOES IN THE DRESSING.....rECIPES ARE NO GODD TO ANYONE WITHOUT THE MEASUREMENTS..,3 of 5 stars
Caesar Salad,"The ingredients were great, but I had no clue on how much to add of what. I ended up combining these ingredients and Rachel Ray''s. This recipe I added 1 egg yolk, 2 cloves garlic, 1/2 container of anchovies, 2 tablespoons of worcestershire, 1 tbs. lemon juice, s/p to taste, and 4 tbs of mayo! That was the key...mayo.",3 of 5 stars
Caesar Salad,"hellooo i'm going to try it
sandra",3 of 5 stars
Caesar Salad,"Do you have the exact measurements for the dressing ingredients? Thanks!
Irene",3 of 5 stars
Caesar Salad,"The egg yolk is ""cooked"" by the lemon juice. Perfectly safe!",3 of 5 stars
Caesar Salad,"This is very good, but I left out the egg yolk. To paranoid of getting sick from a bad one. Also I have learned if you don't have anchovies or the paste, you can use Thai Fish Sauce in it's place.",3 of 5 stars
Caesar Salad,"I loved it so much, I changed everything about it!  Yum!!!",3.8 of 5 stars
Caesar Salad,OMG! Delish. Having kosher people for dinner and this tastes like it has cheese in it.,3.8 of 5 stars
Caesar Salad,Outstanding!  And so simple. ,3.8 of 5 stars
Caesar Salad,That was AWESOME. I just had it for lunch. So I reduced the olive oil by a couple tablespoons and the bit of water left on the romaine lettuce served to slightly thin the dressing. My garlic cloves were substituted for a bit of shallot finely chopped and garlic salt. I made croutons out of a couple slices of stalish seed bread; olive oil as I had no butter on hand to saute with. I added some fresh cold red grapes into the salad to balance flavours. YUM!!! - Vancouver Canada.,3.8 of 5 stars
Caesar Salad,"A welcome, quick dressing rather than than the usual raw/pasteurized egg version.  Like others, reduced garlic, but added worcestershire and  lemon juice. Actually next time I'll try Ree Drummond's version; seems to hit all the flavors.",3.8 of 5 stars
Caesar Salad,"I am sorry to say my experience with this dressing was subpar. I followed the directions to a ""T"" and what I got was a watery, yellow fluid. Did anyone notice the lack of Worcestershire sauce that the original recipe calls for? It's for the umami flavor. I had to add more oil, mayonnaise, mustard and anchovy paste and even then it was better but not what I wanted still. I think these people at Food Network need to go back and rework this recipe and get it right. ",3.8 of 5 stars
Caesar Salad,"6 cloves of garlic is way too much, the dressing was overpowering. That being said, I made it into a larger batch and increased the amount of the other ingredients used to nullify the powerful garlic taste. With this alteration the dressing was spot on and my parents loved the salad!
One other thing that wasn't quite right was how oily the croutons were, I think three tablespoons may be too much butter. 4/5 stars with alterations.",3.8 of 5 stars
Caesar Salad,"Agreed on the 6 cloves of garlic-- wayyyy too much and I love garlic! Didn't have the same trouble with the croutons, though... Mine actually came out quite dry (AKA crouton-y! haha) using the amounts listed. Did you use the whole baguette?",3.8 of 5 stars
Caesar Salad,"I made a few additions and changes to it and it worked out perfectly. So much so that it's all my 6 1/2 year old son would eat, he had 3 servings of salad for dinner. 

2-3 cloves garlic minced (reduced from 6)
1 teaspoon Dijon mustard
1 teaspoon anchovy paste
1 teaspoon worcestershire sauce
1 tablespoon vinegar
Pinch kosher salt (1/2 a tsp about)
Fresh ground black pepper
- mix well
2 tablespoons mayonnaise
- mix again
1/2 cup olive oil - add in slowly and emulsify until creamy.",3.8 of 5 stars
Caesar Salad,"Love this dressing! I've customized it to a vegan version by simply not adding the minced anchovies and using veganaise instead. The dressing is great! I love the garlicky taste - I have customized it a bit more by adding a bit of minced capers from another recipe and that was great too! I'm just curious as to how long it will last ? I seem to use it up so fast and I hate doing dishes lol I would love if I could make a few days or a week's worth at a time without it spoiling, love this recipe!",3.8 of 5 stars
Caesar Salad,Love the ceaser salad dressing !!!,3.8 of 5 stars
Cafeteria Sloppy Joes,"5 stars all day. 
Let it simmer up to an hour to allow the ingredients to mellow.",4.6 of 5 stars
Cafeteria Sloppy Joes,"I tried this with bison meat.  Maybe that was the problem, but family didn't like this at all.  All I could taste was the cumin.",4.6 of 5 stars
Cafeteria Sloppy Joes,"Yeah, I tried it with walrus baculum and it was just no good.",4.6 of 5 stars
Cafeteria Sloppy Joes,The best!,4.6 of 5 stars
Cafeteria Sloppy Joes,"Best tasting sloppy joes, the whole family love it.",4.6 of 5 stars
Cafeteria Sloppy Joes,Best recipe yet! Family loved it!,4.6 of 5 stars
Cafeteria Sloppy Joes,I have made this recipe several times and it is easy and wonderful! I use lean ground beef (less than 20%). I also added 1/2 of a chopped red pepper along with the onion and garlic.,4.6 of 5 stars
Cafeteria Sloppy Joes,"there's a reason why these are called cafeteria sloppy joes bc they taste like it. next time I'll just use Ree Drummond's recipe. I hate the apple cider vinegar kinda overpowering tried adding some salt and extra ketchup didnt help much. tried adding some extra sugar too. not to mention this recipe is pretty vague in itself like it doesnt say how high the heat should be or maybe how big the onion should be. should i drain the fats or no? just elaborate a little more

Read more at: http://www.foodnetwork.com/recipes/food-network-kitchens/cafeteria-sloppy-joes-recipe/reviews/index.html?oc=linkback",4.6 of 5 stars
Cafeteria Sloppy Joes,"easy peasey.... and really good! watch the sugar, don't add too much, or they will be too sweet! I have made it several times, now, and everyone really likes them. My daughter dislikes the 'canned' sloppy joe sauce, but likes these...",4.6 of 5 stars
Cafeteria Sloppy Joes,I was surprised! I've been many homemade Sloppy Joe's but I love this one. I was going to replace the ketchup with tomato sauce but I'm really glad I didn't. Yummy. Might had some veggies to it next time :,4.6 of 5 stars
Cafeteria Sloppy Joes,I've made this several times! Easy and delicious!!!,4.6 of 5 stars
Cajun Cabbage Skillet,Very tasty & simple to prepare. The sausage gives the dish that little extra kick! Truly enjoyed-- it will be added to my rotation of quick dishes.,4.9 of 5 stars
Cajun Cabbage Skillet,"has anyone done the nutritional info for this dish? It's SO good....but ya know....counting calories and all....

i will also cut down on butter next time! ",4.9 of 5 stars
Cajun Cabbage Skillet,I’m surprised. I think the Apple cider Vinegar and apples really take it over the top. Loved it.,4.9 of 5 stars
Cajun Cabbage Skillet,My family really enjoyed this. I made a few tweaks because I doubled the recipe. Not as much vinegar and lessened the chili flakes. But turned out great.,4.9 of 5 stars
Cajun Cabbage Skillet,loved this! simple to make and very flavorful. ,4.9 of 5 stars
Cajun Cabbage Skillet,"This is so much more delicious than you would think! I made some alterations to make the dish vegan (I've been vegetarian for a couple of decades but make meals vegan when possible). I used Tofurkey ""Andouille,"" added celery and bell pepper when I sauteed the onion, and added some homemade Cajun spice mix (from ""Sweet Potato Soul"") because the veg sausage doesn't release a lot of liquid. I served the cabbage over a little bit of plain white rice. It's insanely delicious (""can't pass the skillet without taking a bite"" delicious). The veggies were on their last legs, and made an incredible dish! I'm sure the recipe is great as written as well!",4.9 of 5 stars
Cajun Cabbage Skillet,Not seeing nutritional info for this recipe. It’s labeled healthy so would like to see the numbers.,4.9 of 5 stars
Cajun Cabbage Skillet,Simple and amazing,4.9 of 5 stars
Cajun Cabbage Skillet,I was a little skeptical about this at first but it is absolutely delicious and I would make again. The only thing is I would probably omit the butter next time.,4.9 of 5 stars
Cajun Cabbage Skillet,I used red cabbage and it dyed the apples and absolute beautiful rosé pink. I also use pork sausage instead of chicken.,4.9 of 5 stars
Cajun Chicken with Pinto Beans,Instant family favorite!,5 of 5 stars
Cajun Chicken with Pinto Beans,Absolutely Fantastic! One of my favorites for sure.,5 of 5 stars
Cajun Chicken with Pinto Beans,Fantastic. Became an instant family favorite. It's one of those gems that you're happy to have discovered in the food network magazine. ,5 of 5 stars
Cajun Chicken with Pinto Beans,"This one's a keeper for sure! My toddler even gobbled up the chicken, saying ""mmm, yummy!"" My only suggestion would be to add a pinch of salt to the chicken with the Cajun seasoning because it needed a touch more flavor (could have been the brand of Cajun seasoning I bought though). Oh and a side of crusty bread to mop up the amazing sauce!",5 of 5 stars
Cajun Chicken with Pinto Beans,didn't pour off any of the bacon grease in the pan and cooked the chicken right in it and then finished in the oven. absolutely delicious. better than i expected!,5 of 5 stars
Cajun Chicken with Pinto Beans,I doubled the recipe and my family has been eating it for the last three nights. I could not find sofrito but just skipped that ingredient. Next time I will make sure to visit our local latino food store. But was still an amazing dish. Made ChiChis cornbread as a side and was a perfect complement. I made dinner last night to find my daughter reheating the last of the leftovers of this dish because she did not want to waste it.,5 of 5 stars
